ID,Groups,Tasks,Acc,Eff,Java,Vulns,Perc
R_3k7KYUeK9efTGTC,1,Injection,0.4,0.04007,1.0,1.0,2.4
R_3k7KYUeK9efTGTC,1,XSS,0.0,0.0,1.0,1.0,2.8
R_3k7KYUeK9efTGTC,1,DoS,0.0,0.0,1.0,1.0,2.6
R_1PcouN9SkV9SC9N,6,Path,0.0,0.0,1.0,0.5,1.8
R_1PcouN9SkV9SC9N,6,Injection,0.2,0.01943,1.0,0.5,1.6
R_1PcouN9SkV9SC9N,6,XSS,0.0,0.0,1.0,0.5,1.6
R_1PcouN9SkV9SC9N,6,DoS,0.0,0.0,1.0,0.5,1.8
R_2yrpYGZggIq1RyQ,1,Path,0.0,0.0,2.5,0.5,1.8
R_2yrpYGZggIq1RyQ,1,Injection,0.4,0.03759,2.5,0.5,2.6
R_2yrpYGZggIq1RyQ,1,XSS,0.25,0.01879,2.5,0.5,2.2
R_2yrpYGZggIq1RyQ,1,DoS,0.33333,0.01879,2.5,0.5,2.2
R_22VyuRj7Fet0j5L,6,Path,0.15385,0.04422,3.5,3.0,3.2
R_22VyuRj7Fet0j5L,6,Injection,0.2,0.02211,3.5,3.0,2.8
R_22VyuRj7Fet0j5L,6,XSS,0.0,0.0,3.5,3.0,2.6
R_22VyuRj7Fet0j5L,6,DoS,0.66667,0.04422,3.5,3.0,3.4
R_3mTv8DHFOw4bTbj,6,Path,0.0,0.0,1.0,1.0,2.8
R_3mTv8DHFOw4bTbj,6,Injection,0.0,0.0,1.0,1.0,2.8
R_3mTv8DHFOw4bTbj,6,XSS,0.0,0.0,1.0,1.0,2.0
R_3mTv8DHFOw4bTbj,6,DoS,0.0,0.0,1.0,1.0,2.4
R_w5FUlA5gTxiQ4yl,4,Path,0.07692,0.05571,1.0,0.5,1.8
R_w5FUlA5gTxiQ4yl,4,Injection,0.0,0.0,1.0,0.5,1.8
R_w5FUlA5gTxiQ4yl,4,XSS,0.0,0.0,1.0,0.5,1.6
R_w5FUlA5gTxiQ4yl,4,DoS,0.0,0.0,1.0,0.5,1.6
R_1oz1UddC7uy5QvH,6,Path,0.0,0.0,1.0,1.0,2.2
R_1oz1UddC7uy5QvH,6,Injection,0.0,0.0,1.0,1.0,2.4
R_1oz1UddC7uy5QvH,6,XSS,0.0,0.0,1.0,1.0,2.4
R_1oz1UddC7uy5QvH,6,DoS,0.0,0.0,1.0,1.0,2.4
R_2X7orZsI2e89vzb,3,Path,0.0,0.0,0.0,0.0,0.8
R_2X7orZsI2e89vzb,3,Injection,0.4,0.04035,0.0,0.0,0.8
R_2X7orZsI2e89vzb,3,XSS,0.0,0.0,0.0,0.0,0.6
R_2X7orZsI2e89vzb,3,DoS,0.0,0.0,0.0,0.0,0.6
R_122PenXDtfMkk6e,2,Path,0.07692,0.01954,0.0,1.0,1.2
R_122PenXDtfMkk6e,2,Injection,0.0,0.0,0.0,1.0,1.2
R_122PenXDtfMkk6e,2,XSS,0.0,0.0,0.0,1.0,1.2
R_122PenXDtfMkk6e,2,DoS,0.0,0.0,0.0,1.0,1.2
R_2wdaJmgLYXDRMLg,4,Path,0.0,0.0,2.5,1.5,2.4
R_2wdaJmgLYXDRMLg,4,Injection,0.2,0.02111,2.5,1.5,2.6
R_2wdaJmgLYXDRMLg,4,XSS,0.0,0.0,2.5,1.5,2.6
R_2wdaJmgLYXDRMLg,4,DoS,0.0,0.0,2.5,1.5,2.8
R_3KN2x3WU4w0qirN,1,Path,0.0,0.0,3.0,2.0,3.0
R_3KN2x3WU4w0qirN,1,Injection,0.2,0.02481,3.0,2.0,3.0
R_3KN2x3WU4w0qirN,1,XSS,0.0,0.0,3.0,2.0,2.8
R_3KN2x3WU4w0qirN,1,DoS,0.0,0.0,3.0,2.0,2.2
R_1LTGES4ZmR15DIa,4,Path,0.0,0.0,1.5,1.5,2.6
R_1LTGES4ZmR15DIa,4,Injection,0.4,0.0399,1.5,1.5,3.0
R_1LTGES4ZmR15DIa,4,XSS,0.0,0.0,1.5,1.5,3.0
R_1LTGES4ZmR15DIa,4,DoS,0.0,0.0,1.5,1.5,2.2
R_33vZvfyF4LIQNGV,2,Path,0.07692,0.0172,1.0,1.0,2.4
R_33vZvfyF4LIQNGV,2,Injection,0.0,0.0,1.0,1.0,2.4
R_33vZvfyF4LIQNGV,2,XSS,0.25,0.0172,1.0,1.0,2.4
R_33vZvfyF4LIQNGV,2,DoS,0.0,0.0,1.0,1.0,2.4
R_12A3e9pgs4AgCwf,2,Path,0.07692,0.01753,1.0,1.5,3.0
R_12A3e9pgs4AgCwf,2,Injection,0.4,0.03507,1.0,1.5,3.2
R_12A3e9pgs4AgCwf,2,XSS,0.25,0.01753,1.0,1.5,3.4
R_12A3e9pgs4AgCwf,2,DoS,0.33333,0.01753,1.0,1.5,2.8
R_2rHFaoDNTphevdr,2,Path,0.07692,0.01713,1.5,1.0,1.0
R_2rHFaoDNTphevdr,2,Injection,0.0,0.0,1.5,1.0,1.6
R_2rHFaoDNTphevdr,2,XSS,0.0,0.0,1.5,1.0,1.6
R_2rHFaoDNTphevdr,2,DoS,0.0,0.0,1.5,1.0,1.4
R_3MQJSbC7Tlp15B9,6,Path,0.07692,0.01819,3.0,1.5,2.6
R_3MQJSbC7Tlp15B9,6,Injection,0.0,0.0,3.0,1.5,2.8
R_3MQJSbC7Tlp15B9,6,XSS,0.0,0.0,3.0,1.5,2.0
R_3MQJSbC7Tlp15B9,6,DoS,0.33333,0.01819,3.0,1.5,2.2
R_5yUf0PoPOwoqsGR,2,Path,0.15385,0.03626,2.0,0.5,2.0
R_5yUf0PoPOwoqsGR,2,Injection,0.0,0.0,2.0,0.5,2.0
R_5yUf0PoPOwoqsGR,2,XSS,0.0,0.0,2.0,0.5,2.4
R_5yUf0PoPOwoqsGR,2,DoS,0.0,0.0,2.0,0.5,1.4
R_yWRsR2tIRhTBTSF,2,Path,0.0,0.0,1.0,1.5,1.8
R_yWRsR2tIRhTBTSF,2,Injection,0.0,0.0,1.0,1.5,1.8
R_yWRsR2tIRhTBTSF,2,XSS,0.0,0.0,1.0,1.5,1.6
R_yWRsR2tIRhTBTSF,2,DoS,0.0,0.0,1.0,1.5,1.4
R_10xCrQJf9f4abHf,6,Path,0.07692,0.01531,1.0,0.0,2.4
R_10xCrQJf9f4abHf,6,Injection,0.0,0.0,1.0,0.0,1.2
R_10xCrQJf9f4abHf,6,XSS,0.0,0.0,1.0,0.0,1.2
R_10xCrQJf9f4abHf,6,DoS,0.0,0.0,1.0,0.0,1.2
R_2ScRpvy5ctbp3cZ,1,Path,0.07692,0.01787,0.0,0.5,2.2
R_2ScRpvy5ctbp3cZ,1,Injection,0.0,0.0,0.0,0.5,2.2
R_2ScRpvy5ctbp3cZ,1,XSS,0.0,0.0,0.0,0.5,2.2
R_2ScRpvy5ctbp3cZ,1,DoS,0.0,0.0,0.0,0.5,2.2
R_3oMWMMofLc5zJW8,2,Path,0.15385,0.03615,2.0,0.5,1.8
R_3oMWMMofLc5zJW8,2,Injection,0.0,0.0,2.0,0.5,1.8
R_3oMWMMofLc5zJW8,2,XSS,0.25,0.01808,2.0,0.5,1.8
R_3oMWMMofLc5zJW8,2,DoS,0.0,0.0,2.0,0.5,1.8
R_A1iznoOlyYPXAcN,4,Path,0.0,0.0,3.0,1.0,2.4
R_A1iznoOlyYPXAcN,4,Injection,0.0,0.0,3.0,1.0,2.2
R_A1iznoOlyYPXAcN,4,XSS,0.5,0.03301,3.0,1.0,2.2
R_A1iznoOlyYPXAcN,4,DoS,0.0,0.0,3.0,1.0,2.2
R_TjiKgBHjAIZMtUJ,6,Path,0.07692,0.01695,1.0,1.5,2.8
R_TjiKgBHjAIZMtUJ,6,Injection,0.2,0.01695,1.0,1.5,1.8
R_TjiKgBHjAIZMtUJ,6,XSS,0.25,0.01695,1.0,1.5,1.8
R_TjiKgBHjAIZMtUJ,6,DoS,0.0,0.0,1.0,1.5,2.2
R_1HczsgzZIbddmiw,5,Path,0.07692,0.01476,0.5,1.5,2.8
R_1HczsgzZIbddmiw,5,Injection,0.2,0.01476,0.5,1.5,2.4
R_1HczsgzZIbddmiw,5,XSS,0.0,0.0,0.5,1.5,2.8
R_1HczsgzZIbddmiw,5,DoS,0.0,0.0,0.5,1.5,2.4
R_3CDDaEJY5t6lVOt,4,Path,0.0,0.0,0.0,1.0,2.0
R_3CDDaEJY5t6lVOt,4,Injection,0.4,0.0295,0.0,1.0,2.8
R_3CDDaEJY5t6lVOt,4,XSS,0.0,0.0,0.0,1.0,2.8
R_3CDDaEJY5t6lVOt,4,DoS,0.0,0.0,0.0,1.0,1.4
R_3DdKtrw72Czi6dl,1,Path,0.0,0.0,0.0,3.0,1.8
R_3DdKtrw72Czi6dl,1,Injection,0.2,0.01492,0.0,3.0,2.2
R_3DdKtrw72Czi6dl,1,XSS,0.0,0.0,0.0,3.0,2.0
R_3DdKtrw72Czi6dl,1,DoS,0.0,0.0,0.0,3.0,2.4
R_3g72Bh1Q0ab0NX3,3,Path,0.07692,0.01409,2.5,2.5,3.4
R_3g72Bh1Q0ab0NX3,3,Injection,0.2,0.01409,2.5,2.5,3.4
R_3g72Bh1Q0ab0NX3,3,XSS,0.0,0.0,2.5,2.5,3.0
R_3g72Bh1Q0ab0NX3,3,DoS,0.0,0.0,2.5,2.5,2.4
R_2ARP5Th2dbgjHdO,2,Path,0.0,0.0,0.5,1.5,1.6
R_2ARP5Th2dbgjHdO,2,Injection,0.0,0.0,0.5,1.5,2.0
R_2ARP5Th2dbgjHdO,2,XSS,0.0,0.0,0.5,1.5,1.6
R_2ARP5Th2dbgjHdO,2,DoS,0.0,0.0,0.5,1.5,1.6
R_PUMvqw8JsnRr2KZ,4,Path,0.07692,0.00823,0.5,1.0,2.2
R_PUMvqw8JsnRr2KZ,4,Injection,0.2,0.00823,0.5,1.0,2.2
R_PUMvqw8JsnRr2KZ,4,XSS,0.5,0.01646,0.5,1.0,2.4
R_PUMvqw8JsnRr2KZ,4,DoS,0.0,0.0,0.5,1.0,2.0
R_W7k3JDCc3sNrTpv,5,Path,0.0,0.0,3.5,3.5,3.0
R_W7k3JDCc3sNrTpv,5,Injection,0.2,0.01352,3.5,3.5,3.0
R_W7k3JDCc3sNrTpv,5,XSS,0.0,0.0,3.5,3.5,3.0
R_W7k3JDCc3sNrTpv,5,DoS,0.0,0.0,3.5,3.5,2.6
R_2UW6uIi5tBAaZhG,2,Path,0.0,0.0,1.5,0.5,2.0
R_2UW6uIi5tBAaZhG,2,Injection,0.0,0.0,1.5,0.5,2.2
R_2UW6uIi5tBAaZhG,2,XSS,0.0,0.0,1.5,0.5,2.2
R_2UW6uIi5tBAaZhG,2,DoS,0.0,0.0,1.5,0.5,1.4
R_2usar1UzVHlXCYq,4,Path,0.15385,0.04017,1.5,1.0,2.4
R_2usar1UzVHlXCYq,4,Injection,0.2,0.02008,1.5,1.0,2.4
R_2usar1UzVHlXCYq,4,XSS,0.0,0.0,1.5,1.0,1.6
R_2usar1UzVHlXCYq,4,DoS,0.33333,0.02008,1.5,1.0,1.6
R_1ONWDLYvUhBcCyw,1,Path,0.0,0.0,1.5,2.0,2.4
R_1ONWDLYvUhBcCyw,1,Injection,0.0,0.0,1.5,2.0,2.2
R_1ONWDLYvUhBcCyw,1,XSS,0.0,0.0,1.5,2.0,2.0
R_1ONWDLYvUhBcCyw,1,DoS,0.0,0.0,1.5,2.0,2.2
R_1CvDaGXw181376N,3,Path,0.07692,0.03108,0.5,3.5,2.6
R_1CvDaGXw181376N,3,Injection,0.0,0.0,0.5,3.5,2.2
R_1CvDaGXw181376N,3,XSS,0.25,0.03108,0.5,3.5,2.0
R_1CvDaGXw181376N,3,DoS,0.33333,0.03108,0.5,3.5,2.2
R_3sjKL1XnVZbHWCY,1,Path,0.07692,0.0246,1.5,1.5,2.0
R_3sjKL1XnVZbHWCY,1,Injection,0.0,0.0,1.5,1.5,2.4
R_3sjKL1XnVZbHWCY,1,XSS,0.0,0.0,1.5,1.5,2.6
R_3sjKL1XnVZbHWCY,1,DoS,0.0,0.0,1.5,1.5,2.0
R_1pzWIjUWipQCCsp,6,Path,0.0,0.0,2.5,1.0,2.8
R_1pzWIjUWipQCCsp,6,Injection,0.0,0.0,2.5,1.0,3.0
R_1pzWIjUWipQCCsp,6,XSS,0.0,0.0,2.5,1.0,3.0
R_1pzWIjUWipQCCsp,6,DoS,0.0,0.0,2.5,1.0,2.4
R_2AYHaVrrkG7DUMi,6,Path,0.0,0.0,2.0,1.0,2.0
R_2AYHaVrrkG7DUMi,6,Injection,0.0,0.0,2.0,1.0,2.0
R_2AYHaVrrkG7DUMi,6,XSS,0.0,0.0,2.0,1.0,1.4
R_2AYHaVrrkG7DUMi,6,DoS,0.33333,0.02026,2.0,1.0,1.2
R_9vPPjtbXjzBJVZf,1,Path,0.0,0.0,2.0,1.0,2.4
R_9vPPjtbXjzBJVZf,1,Injection,0.2,0.01809,2.0,1.0,2.2
R_9vPPjtbXjzBJVZf,1,XSS,0.0,0.0,2.0,1.0,2.4
R_9vPPjtbXjzBJVZf,1,DoS,0.0,0.0,2.0,1.0,1.4
R_1M4KbPNoKbgUaoS,5,Path,0.0,0.0,2.0,1.5,2.2
R_1M4KbPNoKbgUaoS,5,Injection,0.4,0.03424,2.0,1.5,2.6
R_1M4KbPNoKbgUaoS,5,XSS,0.0,0.0,2.0,1.5,2.2
R_1M4KbPNoKbgUaoS,5,DoS,0.0,0.0,2.0,1.5,1.8
R_1MYx1qVFDv1l17o,5,Path,0.0,0.0,3.0,2.5,3.2
R_1MYx1qVFDv1l17o,5,Injection,0.0,0.0,3.0,2.5,3.0
R_1MYx1qVFDv1l17o,5,XSS,0.0,0.0,3.0,2.5,2.4
R_1MYx1qVFDv1l17o,5,DoS,0.0,0.0,3.0,2.5,2.6
R_Y5rwBS1lTyPHz8J,2,Path,0.07692,0.01691,2.5,2.0,3.0
R_Y5rwBS1lTyPHz8J,2,Injection,0.0,0.0,2.5,2.0,3.6
R_Y5rwBS1lTyPHz8J,2,XSS,0.0,0.0,2.5,2.0,3.6
R_Y5rwBS1lTyPHz8J,2,DoS,0.66667,0.03383,2.5,2.0,2.8
R_2R9umIz9CqFq5vd,4,Path,0.07692,0.01693,1.0,1.5,2.0
R_2R9umIz9CqFq5vd,4,Injection,0.0,0.0,1.0,1.5,2.0
R_2R9umIz9CqFq5vd,4,XSS,0.0,0.0,1.0,1.5,2.8
R_2R9umIz9CqFq5vd,4,DoS,0.0,0.0,1.0,1.5,2.6
R_2EclKCymUWSTFba,1,Path,0.0,0.0,1.0,1.5,2.2
R_2EclKCymUWSTFba,1,Injection,0.6,0.04739,1.0,1.5,2.6
R_2EclKCymUWSTFba,1,XSS,0.75,0.04739,1.0,1.5,2.2
R_2EclKCymUWSTFba,1,DoS,0.33333,0.0158,1.0,1.5,2.0
R_2sYlS14Lj9krI8j,3,Path,0.15385,0.03205,1.0,1.0,1.0
R_2sYlS14Lj9krI8j,3,Injection,0.6,0.04808,1.0,1.0,1.4
R_2sYlS14Lj9krI8j,3,XSS,0.0,0.0,1.0,1.0,1.0
R_2sYlS14Lj9krI8j,3,DoS,0.0,0.0,1.0,1.0,0.8
R_3jSXp2GMN7pdqBb,4,Path,0.15385,0.03227,3.0,2.0,3.2
R_3jSXp2GMN7pdqBb,4,Injection,0.2,0.01614,3.0,2.0,2.2
R_3jSXp2GMN7pdqBb,4,XSS,0.5,0.03227,3.0,2.0,3.0
R_3jSXp2GMN7pdqBb,4,DoS,0.0,0.0,3.0,2.0,2.4
R_3fDD5GzDzOlHRSG,2,Path,0.23077,0.04975,1.0,0.0,2.4
R_3fDD5GzDzOlHRSG,2,Injection,0.2,0.01658,1.0,0.0,1.8
R_3fDD5GzDzOlHRSG,2,XSS,0.25,0.01658,1.0,0.0,1.6
R_3fDD5GzDzOlHRSG,2,DoS,0.0,0.0,1.0,0.0,1.6
R_pnMeooI8MkFdcf7,3,Path,0.15385,0.0319,1.5,0.5,2.2
R_pnMeooI8MkFdcf7,3,Injection,0.6,0.04785,1.5,0.5,2.4
R_pnMeooI8MkFdcf7,3,XSS,0.25,0.01595,1.5,0.5,1.6
R_pnMeooI8MkFdcf7,3,DoS,0.0,0.0,1.5,0.5,1.6
R_3m1ClGfJN3xbfGu,3,Path,0.07692,0.01541,2.5,1.5,2.2
R_3m1ClGfJN3xbfGu,3,Injection,0.4,0.03082,2.5,1.5,2.2
R_3m1ClGfJN3xbfGu,3,XSS,0.25,0.01541,2.5,1.5,1.8
R_3m1ClGfJN3xbfGu,3,DoS,0.0,0.0,2.5,1.5,1.4
R_pgdIS3evHx2mDhT,6,Path,0.0,0.0,1.0,1.5,1.6
R_pgdIS3evHx2mDhT,6,Injection,0.0,0.0,1.0,1.5,1.8
R_pgdIS3evHx2mDhT,6,XSS,0.0,0.0,1.0,1.5,1.6
R_pgdIS3evHx2mDhT,6,DoS,0.0,0.0,1.0,1.5,1.4
R_9FWi0slEmQdiJ2h,6,Path,0.0,0.0,1.0,1.5,2.0
R_9FWi0slEmQdiJ2h,6,Injection,0.0,0.0,1.0,1.5,1.8
R_9FWi0slEmQdiJ2h,6,XSS,0.0,0.0,1.0,1.5,1.4
R_9FWi0slEmQdiJ2h,6,DoS,0.0,0.0,1.0,1.5,1.4
R_3C7ryRNz1f5rsUF,3,Path,0.0,0.0,0.5,0.5,1.0
R_3C7ryRNz1f5rsUF,3,Injection,0.0,0.0,0.5,0.5,1.0
R_3C7ryRNz1f5rsUF,3,XSS,0.0,0.0,0.5,0.5,1.0
R_3C7ryRNz1f5rsUF,3,DoS,0.0,0.0,0.5,0.5,1.0
R_3lJgDVpBH9TmMF8,4,Path,0.23077,0.04568,1.0,1.5,1.0
R_3lJgDVpBH9TmMF8,4,Injection,0.0,0.0,1.0,1.5,1.2
R_3lJgDVpBH9TmMF8,4,XSS,0.25,0.01523,1.0,1.5,1.8
R_3lJgDVpBH9TmMF8,4,DoS,0.0,0.0,1.0,1.5,1.0
R_pc3oz4BPPrQakyB,2,Path,0.15385,0.02996,1.5,0.0,0.6
R_pc3oz4BPPrQakyB,2,Injection,0.0,0.0,1.5,0.0,0.6
R_pc3oz4BPPrQakyB,2,XSS,0.25,0.01498,1.5,0.0,0.6
R_pc3oz4BPPrQakyB,2,DoS,0.0,0.0,1.5,0.0,0.6
R_3R935OVHA5w1rmf,3,Path,0.07692,0.01484,1.5,1.5,1.8
R_3R935OVHA5w1rmf,3,Injection,0.6,0.04452,1.5,1.5,2.0
R_3R935OVHA5w1rmf,3,XSS,0.0,0.0,1.5,1.5,1.6
R_3R935OVHA5w1rmf,3,DoS,0.0,0.0,1.5,1.5,1.2
R_6ieAUOhgZrNapTH,5,Path,0.0,0.0,1.0,2.0,1.8
R_6ieAUOhgZrNapTH,5,Injection,0.4,0.02954,1.0,2.0,1.8
R_6ieAUOhgZrNapTH,5,XSS,0.0,0.0,1.0,2.0,1.8
R_6ieAUOhgZrNapTH,5,DoS,0.0,0.0,1.0,2.0,1.8
R_bOVyCEQJ7qvcIOB,5,Path,0.0,0.0,1.5,1.5,0.6
R_bOVyCEQJ7qvcIOB,5,Injection,0.0,0.0,1.5,1.5,0.8
R_bOVyCEQJ7qvcIOB,5,XSS,0.0,0.0,1.5,1.5,2.0
R_bOVyCEQJ7qvcIOB,5,DoS,0.0,0.0,1.5,1.5,0.6
R_9BtIcFBsoUnixxv,1,Path,0.0,0.0,2.5,1.0,1.6
R_9BtIcFBsoUnixxv,1,Injection,0.4,0.02932,2.5,1.0,2.0
R_9BtIcFBsoUnixxv,1,XSS,0.25,0.01466,2.5,1.0,2.0
R_9BtIcFBsoUnixxv,1,DoS,0.66667,0.02932,2.5,1.0,2.4
R_3CPBG9jpkpxs4ev,5,Path,0.0,0.0,2.0,1.5,1.8
R_3CPBG9jpkpxs4ev,5,Injection,0.2,0.01427,2.0,1.5,1.6
R_3CPBG9jpkpxs4ev,5,XSS,0.0,0.0,2.0,1.5,1.6
R_3CPBG9jpkpxs4ev,5,DoS,0.0,0.0,2.0,1.5,1.4
R_2SqOppb73i9h0Eo,1,Path,0.07692,0.06317,1.5,1.5,3.0
R_2SqOppb73i9h0Eo,1,Injection,0.0,0.0,1.5,1.5,3.0
R_2SqOppb73i9h0Eo,1,XSS,0.0,0.0,1.5,1.5,1.8
R_2SqOppb73i9h0Eo,1,DoS,0.0,0.0,1.5,1.5,2.4
R_2isV4zPp3WUqKRD,5,Path,0.0,0.0,2.0,1.5,1.8
R_2isV4zPp3WUqKRD,5,Injection,0.4,0.07628,2.0,1.5,2.0
R_2isV4zPp3WUqKRD,5,XSS,0.0,0.0,2.0,1.5,2.0
R_2isV4zPp3WUqKRD,5,DoS,0.0,0.0,2.0,1.5,1.8
R_8tqCeUALRGIrtE5,6,Path,0.07692,0.03355,1.0,1.0,2.2
R_8tqCeUALRGIrtE5,6,Injection,0.2,0.03355,1.0,1.0,2.2
R_8tqCeUALRGIrtE5,6,XSS,0.25,0.03355,1.0,1.0,2.2
R_8tqCeUALRGIrtE5,6,DoS,0.66667,0.06709,1.0,1.0,2.8
R_2jAQqnAKnSgyf4w,6,Path,0.15385,0.06651,2.0,1.5,2.6
R_2jAQqnAKnSgyf4w,6,Injection,0.0,0.0,2.0,1.5,2.4
R_2jAQqnAKnSgyf4w,6,XSS,0.25,0.03326,2.0,1.5,2.2
R_2jAQqnAKnSgyf4w,6,DoS,0.0,0.0,2.0,1.5,2.2
R_8xe8PTr1XL38IaB,5,Path,0.0,0.0,2.0,1.5,2.4
R_8xe8PTr1XL38IaB,5,Injection,0.4,0.04121,2.0,1.5,2.4
R_8xe8PTr1XL38IaB,5,XSS,0.75,0.06182,2.0,1.5,3.4
R_8xe8PTr1XL38IaB,5,DoS,0.0,0.0,2.0,1.5,2.0
R_8UvXGyj7xfN3jmp,3,Path,0.23077,0.06107,3.5,2.5,2.4
R_8UvXGyj7xfN3jmp,3,Injection,0.4,0.04072,3.5,2.5,2.4
R_8UvXGyj7xfN3jmp,3,XSS,0.0,0.0,3.5,2.5,2.4
R_8UvXGyj7xfN3jmp,3,DoS,0.0,0.0,3.5,2.5,2.2
R_2OUcMW9QDVNt7jo,2,Path,0.0,0.0,1.0,2.0,2.2
R_2OUcMW9QDVNt7jo,2,Injection,0.0,0.0,1.0,2.0,2.2
R_2OUcMW9QDVNt7jo,2,XSS,0.25,0.01879,1.0,2.0,2.2
R_2OUcMW9QDVNt7jo,2,DoS,0.33333,0.01879,1.0,2.0,1.4
R_8q8DkOhOWMoMGYN,6,Path,0.15385,0.04646,0.5,0.5,1.4
R_8q8DkOhOWMoMGYN,6,Injection,0.0,0.0,0.5,0.5,1.0
R_8q8DkOhOWMoMGYN,6,XSS,0.0,0.0,0.5,0.5,1.0
R_8q8DkOhOWMoMGYN,6,DoS,0.0,0.0,0.5,0.5,1.4
R_2kOvRCfl8uLkwcp,1,Path,0.0,0.0,2.0,1.0,1.2
R_2kOvRCfl8uLkwcp,1,Injection,0.0,0.0,2.0,1.0,1.2
R_2kOvRCfl8uLkwcp,1,XSS,0.0,0.0,2.0,1.0,1.2
R_2kOvRCfl8uLkwcp,1,DoS,0.0,0.0,2.0,1.0,1.2
R_8PXmB8o9Ld76pye,4,Path,0.0,0.0,1.5,1.5,3.2
R_8PXmB8o9Ld76pye,4,Injection,0.4,0.02757,1.5,1.5,2.8
R_8PXmB8o9Ld76pye,4,XSS,0.5,0.02757,1.5,1.5,2.6
R_8PXmB8o9Ld76pye,4,DoS,0.0,0.0,1.5,1.5,2.6
,,Path,0.0,0.0,0.0,0.0,0.0
,,Injection,0.0,0.0,0.0,0.0,0.0
,,XSS,0.0,0.0,0.0,0.0,0.0
,,DoS,0.0,0.0,0.0,0.0,0.0
